category,question,answer,difficulty,grade_level,source,keyword_tag
Biology,What is chlorophyll?,Chlorophyll is the green pigment in plants that absorbs sunlight for photosynthesis.,Basic,Class 7,NCERT,Chlorophyll
Biology,What is respiration?,Respiration is the process of breaking down glucose to release energy in cells.,Basic,Class 10,NCERT,Respiration
Biology,What is aerobic respiration?,Aerobic respiration uses oxygen to break down glucose producing CO2 water and energy.,Intermediate,Class 10,NCERT,Aerobic respiration
Biology,What is anaerobic respiration?,Anaerobic respiration breaks down glucose without oxygen producing lactic acid or alcohol.,Intermediate,Class 10,NCERT,Anaerobic respiration
Biology,What is the equation for aerobic respiration?,C6H12O6 + 6O2 → 6CO2 + 6H2O + Energy (ATP),Intermediate,Class 10,NCERT,Respiration equation
Biology,What is osmosis?,Osmosis is the movement of water through a semi-permeable membrane from a region of high water concentration to low.,Intermediate,Class 9,NCERT,Osmosis
Biology,What is diffusion?,Diffusion is the movement of particles from a region of high concentration to low concentration.,Basic,Class 9,NCERT,Diffusion
Biology,What is transpiration?,Transpiration is the loss of water vapour from plant leaves through stomata.,Basic,Class 10,NCERT,Transpiration
Biology,What are stomata?,Stomata are tiny pores on leaves that allow gas exchange and water vapour to escape.,Basic,Class 10,NCERT,Stomata
Biology,What is the nervous system?,The nervous system controls and coordinates body activities using electrical signals.,Basic,Class 10,NCERT,Nervous system
Biology,What is a neuron?,A neuron is the basic functional unit of the nervous system that transmits nerve impulses.,Basic,Class 10,NCERT,Neuron
Biology,What is the function of the brain?,The brain controls all body functions processes information and is the centre of thought and memory.,Basic,Class 10,NCERT,Brain function
Biology,What is the spinal cord?,The spinal cord is a bundle of nerves running through the spine that relays signals between brain and body.,Basic,Class 10,NCERT,Spinal cord
Biology,What is a reflex action?,A reflex action is an automatic and rapid response to a stimulus that does not involve the brain.,Basic,Class 10,NCERT,Reflex action
Biology,What is the endocrine system?,The endocrine system is a network of glands that produce and release hormones into the blood.,Intermediate,Class 10,NCERT,Endocrine system
Biology,What is insulin?,Insulin is a hormone produced by the pancreas that regulates blood glucose levels.,Basic,Class 10,NCERT,Insulin
Biology,What is adrenaline?,Adrenaline is a hormone produced by the adrenal glands in response to stress or danger.,Intermediate,Class 10,NCERT,Adrenaline
Biology,What is the digestive system?,The digestive system breaks down food into nutrients that can be absorbed by the body.,Basic,Class 10,NCERT,Digestive system
Biology,What is the function of the liver?,The liver produces bile detoxifies blood stores glycogen and performs many metabolic functions.,Intermediate,Class 10,NCERT,Liver
Biology,What is the function of the kidney?,The kidney filters blood removes waste products and regulates water and electrolyte balance.,Basic,Class 10,NCERT,Kidney
Biology,What is blood?,Blood is a fluid connective tissue that transports oxygen nutrients hormones and waste products.,Basic,Class 10,NCERT,Blood
Biology,What are red blood cells?,Red blood cells (RBCs) contain haemoglobin and carry oxygen from lungs to body tissues.,Basic,Class 10,NCERT,RBC
Biology,What are white blood cells?,White blood cells (WBCs) are part of the immune system and fight infection.,Basic,Class 10,NCERT,WBC
Biology,What are platelets?,Platelets are cell fragments that help in blood clotting to stop bleeding.,Basic,Class 10,NCERT,Platelets
Biology,What is haemoglobin?,Haemoglobin is the iron-containing protein in red blood cells that carries oxygen.,Basic,Class 10,NCERT,Haemoglobin
Biology,What is the heart?,The heart is a muscular organ that pumps blood throughout the body.,Basic,Class 10,NCERT,Heart
Biology,How many chambers does the human heart have?,The human heart has four chambers: right atrium right ventricle left atrium left ventricle.,Basic,Class 10,NCERT,Heart chambers
Biology,What is blood pressure?,Blood pressure is the force exerted by blood on the walls of blood vessels.,Basic,Class 10,NCERT,Blood pressure
Biology,What is the normal blood pressure?,Normal blood pressure is 120/80 mmHg (systolic/diastolic).,Basic,Class 10,General,Normal BP
Biology,What is vaccination?,Vaccination introduces a weakened or dead pathogen to stimulate the immune system to produce antibodies.,Basic,Class 10,NCERT,Vaccination
Biology,What is an antibiotic?,An antibiotic is a medicine that kills or inhibits the growth of bacteria.,Basic,Class 10,NCERT,Antibiotic
Biology,Who discovered penicillin?,Alexander Fleming discovered penicillin in 1928.,Basic,Class 10,NCERT,Penicillin
Biology,What is a virus?,A virus is a non-cellular infectious agent that replicates only inside a living host cell.,Basic,Class 10,NCERT,Virus
Biology,What is a bacteria?,Bacteria are single-celled prokaryotic microorganisms that can be beneficial or harmful.,Basic,Class 9,NCERT,Bacteria
Biology,What is fungi?,Fungi are eukaryotic organisms that include mushrooms moulds and yeasts that decompose organic matter.,Basic,Class 9,NCERT,Fungi
Biology,What is an ecosystem?,An ecosystem is a community of living organisms interacting with each other and their non-living environment.,Basic,Class 10,NCERT,Ecosystem
Biology,What is a food chain?,A food chain shows the sequence of who eats whom in an ecosystem transferring energy.,Basic,Class 10,NCERT,Food chain
Biology,What is a food web?,A food web is an interconnected network of food chains in an ecosystem.,Basic,Class 10,NCERT,Food web
Biology,What are producers in an ecosystem?,Producers are organisms (mainly plants) that make their own food through photosynthesis.,Basic,Class 10,NCERT,Producers
Biology,What are consumers?,Consumers are organisms that cannot make their own food and eat other organisms.,Basic,Class 10,NCERT,Consumers
Biology,What are decomposers?,Decomposers break down dead organic matter and recycle nutrients back into the ecosystem.,Basic,Class 10,NCERT,Decomposers
Biology,What is biodiversity?,Biodiversity is the variety of life on Earth including all species ecosystems and genetic variation.,Basic,Class 10,NCERT,Biodiversity
Biology,What is evolution?,Evolution is the gradual change in inherited characteristics of populations over many generations.,Intermediate,Class 12,NCERT,Evolution
Biology,Who proposed the theory of evolution?,Charles Darwin proposed the theory of evolution by natural selection in 1859.,Basic,Class 12,NCERT,Darwin
Biology,What is natural selection?,Natural selection is the process where organisms better adapted to their environment survive and reproduce more.,Intermediate,Class 12,NCERT,Natural selection
Biology,What is heredity?,Heredity is the passing of traits from parents to offspring through genes.,Basic,Class 10,NCERT,Heredity
Biology,Who is the father of genetics?,Gregor Mendel is the father of genetics.,Basic,Class 10,NCERT,Mendel genetics
Biology,What is dominant trait?,A dominant trait is one that is expressed even when only one copy of the gene is present.,Intermediate,Class 10,NCERT,Dominant trait
Biology,What is recessive trait?,A recessive trait is only expressed when two copies of the gene are present.,Intermediate,Class 10,NCERT,Recessive trait
Biology,What is cloning?,Cloning is the process of producing genetically identical copies of an organism.,Intermediate,Class 12,NCERT,Cloning
Biology,What is Dolly the sheep?,Dolly was the first mammal cloned from an adult somatic cell in 1996.,Intermediate,Class 12,General,Dolly sheep
Biology,What is biotechnology?,Biotechnology is the use of biological systems and living organisms to develop products and technologies.,Intermediate,Class 12,NCERT,Biotechnology
Biology,What is genetic engineering?,Genetic engineering is the direct manipulation of an organism's genes using biotechnology.,Advanced,Class 12,NCERT,Genetic engineering
Biology,What are stem cells?,Stem cells are undifferentiated cells that can develop into many different types of cells.,Advanced,Class 12,General,Stem cells
Biology,What is the human genome?,The human genome is the complete set of DNA including all genes in a human cell.,Advanced,Class 12,General,Human genome
Biology,What is the Human Genome Project?,The Human Genome Project was an international effort to map all human genes completed in 2003.,Advanced,Class 12,General,HGP
Biology,What is cancer?,Cancer is a disease where cells divide uncontrollably and may spread to other parts of the body.,Intermediate,Class 12,General,Cancer
Biology,What is diabetes?,Diabetes is a condition where the body cannot regulate blood sugar due to insufficient insulin.,Basic,Class 10,General,Diabetes
Biology,What is malaria?,Malaria is a disease caused by Plasmodium parasites transmitted through Anopheles mosquito bites.,Basic,Class 10,NCERT,Malaria
Biology,What is tuberculosis?,Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis affecting the lungs.,Basic,Class 10,General,Tuberculosis
Biology,What is AIDS?,AIDS is a disease caused by HIV virus that weakens the immune system.,Basic,Class 10,NCERT,AIDS
Biology,What is dengue?,Dengue is a viral disease transmitted by Aedes mosquitoes causing high fever and joint pain.,Basic,Class 10,General,Dengue
Biology,What is COVID-19?,COVID-19 is a disease caused by SARS-CoV-2 coronavirus causing respiratory illness.,Basic,General,General,COVID-19
Biology,What is the largest organ of the human body?,The skin is the largest organ of the human body.,Basic,Class 8,General,Largest organ
Biology,What is the largest internal organ?,The liver is the largest internal organ of the human body.,Basic,Class 10,General,Largest internal organ
Biology,What is the smallest bone in the human body?,The stapes in the ear is the smallest bone in the human body.,Basic,General,General,Smallest bone
Biology,What is the longest bone in the human body?,The femur (thigh bone) is the longest bone in the human body.,Basic,General,General,Longest bone
Biology,How many bones does the adult human body have?,The adult human body has 206 bones.,Basic,Class 8,General,Human bones
Biology,What is the function of the lungs?,The lungs exchange gases: absorbing oxygen from air and releasing carbon dioxide from blood.,Basic,Class 10,NCERT,Lungs
Biology,What is the function of the stomach?,The stomach digests food by mixing it with gastric juices containing hydrochloric acid and enzymes.,Basic,Class 10,NCERT,Stomach
Biology,What is the function of the small intestine?,The small intestine absorbs nutrients from digested food into the bloodstream.,Basic,Class 10,NCERT,Small intestine
Biology,What is the function of the large intestine?,The large intestine absorbs water and electrolytes and eliminates waste as faeces.,Basic,Class 10,NCERT,Large intestine
Earth Science,What is the atmosphere?,The atmosphere is the layer of gases surrounding Earth held by gravity.,Basic,Class 7,NCERT,Atmosphere
Earth Science,What are the layers of the atmosphere?,Troposphere Stratosphere Mesosphere Thermosphere and Exosphere.,Intermediate,Class 7,NCERT,Atmosphere layers
Earth Science,What is the ozone layer?,The ozone layer in the stratosphere absorbs harmful ultraviolet radiation from the Sun.,Basic,Class 10,NCERT,Ozone layer
Earth Science,What is the water cycle?,The water cycle is the continuous movement of water through evaporation condensation precipitation and collection.,Basic,Class 7,NCERT,Water cycle
Earth Science,What causes rainfall?,Rainfall occurs when water vapour in clouds condenses into droplets heavy enough to fall.,Basic,Class 7,NCERT,Rainfall
Earth Science,What is an earthquake?,An earthquake is the shaking of Earth's surface caused by movement of tectonic plates.,Basic,Class 7,NCERT,Earthquake
Earth Science,What causes earthquakes?,Earthquakes are caused by the movement and collision of tectonic plates along fault lines.,Basic,Class 7,NCERT,Earthquake cause
