s_no,category,question,answer,difficulty,grade_level,source,keyword_tag
259,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,NCERT,Triangles
260,Mathematics,Solve for x: 2x + 26 = 30,x = 2,Basic,Class 8,CDC Nepal,Linear Equations
261,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
262,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
263,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,Nepal Curriculum,Coordinate Geometry
264,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 8,Nepal Curriculum,Coordinate Geometry
265,Mathematics,What is 24 multiplied by 13?,312,Medium,Class 9,Nepal Curriculum,Multiplication
266,Mathematics,Solve for x: 5x + 11 = 56,x = 9,Medium,Class 9,CBSE,Linear Equations
267,Mathematics,What is the sum of 19 and 67?,86,Basic,Class 9,CDC Nepal,Addition
268,Mathematics,What is the area of a rectangle with length 14 cm and width 4 cm?,56 cm²,Advanced,Class 12,CBSE,Mensuration
269,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Basic,Class 12,Nepal Curriculum,Mensuration
270,Mathematics,What is the value of sin 30°?,01-Feb,Basic,Class 10,CDC Nepal,Trigonometry
271,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Advanced,Class 6,CDC Nepal,Fractions and Decimals
272,Mathematics,What is 60 multiplied by 71?,4260,Basic,Class 10,CDC Nepal,Multiplication
273,Mathematics,What is the sum of 50 and 92?,142,Advanced,Class 12,CDC Nepal,Addition
274,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 10,Nepal Curriculum,Fractions and Decimals
275,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Medium,Class 7,Nepal Curriculum,Mensuration
276,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,Nepal Curriculum,Quadratic Equations
277,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Medium,Class 7,NCERT,Mensuration
278,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 6,Nepal Curriculum,Polygons
279,Mathematics,What is the area of a rectangle with length 5 cm and width 12 cm?,60 cm²,Advanced,Class 10,Nepal Curriculum,Mensuration
280,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,CBSE,Trigonometry
281,Mathematics,What is 92 minus 83?,9,Basic,Class 10,Nepal Curriculum,Subtraction
282,Mathematics,Solve for x: 4x + 25 = 97,x = 18,Medium,Class 9,CBSE,Linear Equations
283,Mathematics,Solve for x: 2x + 10 = 16,x = 3,Medium,Class 12,CDC Nepal,Linear Equations
284,Mathematics,What is the area of a rectangle with length 8 cm and width 14 cm?,112 cm²,Basic,Class 9,CBSE,Mensuration
285,Mathematics,What is 57 multiplied by 75?,4275,Medium,Class 12,NCERT,Multiplication
286,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 8,CDC Nepal,Triangles
287,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CDC Nepal,Geometry
288,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 9,CBSE,Coordinate Geometry
289,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,CDC Nepal,Quadratic Equations
290,Mathematics,What is 60 minus 74?,-14,Medium,Class 8,Nepal Curriculum,Subtraction
291,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Basic,Class 9,CBSE,Statistics
292,Mathematics,Solve for x: 2x + 18 = 20,x = 1,Medium,Class 12,Nepal Curriculum,Linear Equations
293,Mathematics,Solve for x: 2x + 23 = 49,x = 13,Medium,Class 11,Nepal Curriculum,Linear Equations
294,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CDC Nepal,Algebra
295,Mathematics,What is 22 minus 60?,-38,Advanced,Class 8,CBSE,Subtraction
296,Mathematics,What is the area of a rectangle with length 9 cm and width 11 cm?,99 cm²,Basic,Class 8,NCERT,Mensuration
297,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,CDC Nepal,HCF and LCM
298,Mathematics,Solve for x: 4x + 10 = 90,x = 20,Basic,Class 7,CDC Nepal,Linear Equations
299,Mathematics,What is the area of a rectangle with length 11 cm and width 11 cm?,121 cm²,Medium,Class 11,CDC Nepal,Mensuration
300,Mathematics,Solve for x: 5x + 23 = 43,x = 4,Basic,Class 8,CBSE,Linear Equations
301,Mathematics,What is the area of a rectangle with length 7 cm and width 13 cm?,91 cm²,Advanced,Class 11,Nepal Curriculum,Mensuration
302,Mathematics,What is the area of a rectangle with length 14 cm and width 12 cm?,168 cm²,Medium,Class 10,CDC Nepal,Mensuration
303,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 10,NCERT,Probability
304,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,Nepal Curriculum,Triangles
305,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Medium,Class 7,Nepal Curriculum,Linear Equations
306,Mathematics,What is the area of a rectangle with length 8 cm and width 5 cm?,40 cm²,Medium,Class 10,CDC Nepal,Mensuration
307,Mathematics,What is the area of a rectangle with length 14 cm and width 13 cm?,182 cm²,Advanced,Class 8,CBSE,Mensuration
308,Mathematics,What is the area of a rectangle with length 6 cm and width 7 cm?,42 cm²,Basic,Class 7,CBSE,Mensuration
309,Mathematics,Solve for x: 4x + 14 = 62,x = 12,Medium,Class 11,NCERT,Linear Equations
310,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 10,CBSE,HCF and LCM
311,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CBSE,Mensuration
312,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 7,Nepal Curriculum,Mensuration
313,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,NCERT,Coordinate Geometry
314,Mathematics,What is 62 multiplied by 52?,3224,Basic,Class 10,CDC Nepal,Multiplication
315,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,Nepal Curriculum,HCF and LCM
316,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 9,CBSE,Algebra
317,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 7,Nepal Curriculum,Linear Equations
318,Mathematics,Solve for x: 2x + 17 = 29,x = 6,Medium,Class 11,CDC Nepal,Linear Equations
319,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CBSE,Algebra
320,Mathematics,Solve for x: 5x + 9 = 99,x = 18,Basic,Class 6,CDC Nepal,Linear Equations
321,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CDC Nepal,Geometry
322,Mathematics,What is the area of a rectangle with length 15 cm and width 7 cm?,105 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
323,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,CDC Nepal,Polygons
324,Mathematics,What is 27 minus 71?,-44,Medium,Class 6,Nepal Curriculum,Subtraction
325,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 9,CBSE,Circles
326,Mathematics,Solve for x: 3x + 6 = 42,x = 12,Basic,Class 8,NCERT,Linear Equations
327,Mathematics,What is the area of a rectangle with length 13 cm and width 7 cm?,91 cm²,Medium,Class 7,CBSE,Mensuration
328,Mathematics,What is 87 minus 57?,30,Basic,Class 7,CDC Nepal,Subtraction
329,Mathematics,Find the value of tan 45°.,1,Advanced,Class 12,NCERT,Trigonometry
330,Mathematics,What is the sum of 82 and 24?,106,Advanced,Class 10,Nepal Curriculum,Addition
331,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 7,NCERT,Triangles
332,Mathematics,What is the sum of 75 and 67?,142,Advanced,Class 11,CDC Nepal,Addition
333,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,NCERT,Linear Equations
334,Mathematics,Solve for x: 3x + 23 = 26,x = 1,Medium,Class 11,NCERT,Linear Equations
335,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,NCERT,Statistics
336,Mathematics,Solve for x: 3x + 29 = 47,x = 6,Basic,Class 6,CDC Nepal,Linear Equations
337,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
338,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,CBSE,Fractions and Decimals
339,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,Nepal Curriculum,Fractions and Decimals
340,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 7,CDC Nepal,Triangles
341,Mathematics,Solve for x: 4x + 11 = 31,x = 5,Medium,Class 12,NCERT,Linear Equations
342,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,NCERT,Linear Equations
343,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,NCERT,Mensuration
344,Mathematics,What is 15 minus 61?,-46,Advanced,Class 11,Nepal Curriculum,Subtraction
345,Mathematics,What is the area of a rectangle with length 7 cm and width 6 cm?,42 cm²,Basic,Class 12,CBSE,Mensuration
346,Mathematics,What is 28 multiplied by 94?,2632,Advanced,Class 12,Nepal Curriculum,Multiplication
347,Mathematics,What is the area of a rectangle with length 9 cm and width 11 cm?,99 cm²,Basic,Class 8,CDC Nepal,Mensuration
348,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,CDC Nepal,Statistics
349,Mathematics,Solve for x: 5x + 10 = 60,x = 10,Basic,Class 8,CDC Nepal,Linear Equations
350,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Medium,Class 10,Nepal Curriculum,Probability
351,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Advanced,Class 6,Nepal Curriculum,Fractions and Decimals
352,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,NCERT,Mensuration
353,Mathematics,What is the area of a rectangle with length 6 cm and width 3 cm?,18 cm²,Medium,Class 12,CBSE,Mensuration
354,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,NCERT,Trigonometry
355,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,Nepal Curriculum,Coordinate Geometry
356,Mathematics,What is the smallest prime number?,2,Medium,Class 12,Nepal Curriculum,Prime Numbers
357,Mathematics,Find the value of tan 45°.,1,Basic,Class 11,Nepal Curriculum,Trigonometry
358,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Advanced,Class 10,CBSE,Probability
359,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Advanced,Class 6,CBSE,Fractions and Decimals
360,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Medium,Class 7,NCERT,Mensuration
361,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 11,CBSE,Statistics
362,Mathematics,What is 80 multiplied by 84?,6720,Basic,Class 10,CDC Nepal,Multiplication
363,Mathematics,What is the value of sin 30°?,01-Feb,Medium,Class 10,CDC Nepal,Trigonometry
364,Mathematics,Solve for x: 5x + 19 = 99,x = 16,Basic,Class 7,Nepal Curriculum,Linear Equations
365,Mathematics,What is the area of a rectangle with length 10 cm and width 5 cm?,50 cm²,Basic,Class 8,NCERT,Mensuration
366,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 12,Nepal Curriculum,Linear Equations
367,Mathematics,What is 74 minus 68?,6,Basic,Class 7,NCERT,Subtraction
368,Mathematics,What is the area of a rectangle with length 3 cm and width 3 cm?,9 cm²,Advanced,Class 11,CDC Nepal,Mensuration
369,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Advanced,Class 7,CBSE,Mensuration
370,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,NCERT,Linear Equations
371,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 7,CDC Nepal,Mensuration
372,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,Nepal Curriculum,Circles
373,Mathematics,What is the area of a rectangle with length 13 cm and width 15 cm?,195 cm²,Medium,Class 7,NCERT,Mensuration
374,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
375,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,NCERT,Prime Numbers
376,Mathematics,What is the area of a rectangle with length 4 cm and width 11 cm?,44 cm²,Advanced,Class 9,NCERT,Mensuration
377,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,NCERT,Coordinate Geometry
378,Mathematics,What is the sum of 50 and 12?,62,Medium,Class 11,Nepal Curriculum,Addition
379,Mathematics,Solve for x: 3x + 23 = 80,x = 19,Medium,Class 11,CDC Nepal,Linear Equations
380,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 10,NCERT,HCF and LCM
381,Mathematics,Solve for x: 4x + 24 = 36,x = 3,Basic,Class 8,CDC Nepal,Linear Equations
382,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 8,CDC Nepal,Triangles
383,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,Nepal Curriculum,Fractions and Decimals
384,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 11,Nepal Curriculum,Algebra
385,Mathematics,Solve for x: 5x + 15 = 40,x = 5,Basic,Class 6,CBSE,Linear Equations
386,Mathematics,What is the smallest prime number?,2,Medium,Class 6,CBSE,Prime Numbers
387,Mathematics,What is 67 multiplied by 81?,5427,Basic,Class 6,CDC Nepal,Multiplication
388,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,NCERT,Mensuration
389,Mathematics,What is the sum of 62 and 59?,121,Medium,Class 12,Nepal Curriculum,Addition
390,Mathematics,What is 44 minus 48?,-4,Advanced,Class 7,CDC Nepal,Subtraction
391,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,CDC Nepal,Quadratic Equations
392,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,Nepal Curriculum,Mensuration
393,Mathematics,Solve for x: 4x + 5 = 25,x = 5,Medium,Class 9,CDC Nepal,Linear Equations
394,Mathematics,Find the value of tan 45°.,1,Medium,Class 10,CBSE,Trigonometry
395,Mathematics,Solve for x: 3x + 20 = 80,x = 20,Medium,Class 9,CBSE,Linear Equations
396,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
397,Mathematics,Solve for x: 4x + 8 = 60,x = 13,Medium,Class 12,Nepal Curriculum,Linear Equations
398,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 10,Nepal Curriculum,Triangles
399,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 8,CDC Nepal,Linear Equations
400,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,Nepal Curriculum,Algebra
401,Mathematics,Solve for x: 5x + 23 = 123,x = 20,Medium,Class 12,CDC Nepal,Linear Equations
402,Mathematics,What is the area of a rectangle with length 15 cm and width 8 cm?,120 cm²,Advanced,Class 12,NCERT,Mensuration
403,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Advanced,Class 10,CBSE,Probability
404,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
405,Mathematics,What is 43 multiplied by 38?,1634,Medium,Class 8,Nepal Curriculum,Multiplication
406,Mathematics,Solve for x: 5x + 8 = 13,x = 1,Medium,Class 9,CBSE,Linear Equations
407,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 6,Nepal Curriculum,Linear Equations
408,Mathematics,Solve for x: 4x + 7 = 67,x = 15,Basic,Class 8,CBSE,Linear Equations
409,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
410,Mathematics,What is the area of a rectangle with length 11 cm and width 5 cm?,55 cm²,Basic,Class 11,CBSE,Mensuration
411,Mathematics,What is the area of a rectangle with length 5 cm and width 13 cm?,65 cm²,Basic,Class 9,CDC Nepal,Mensuration
412,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
413,Mathematics,What is the value of sin 30°?,01-Feb,Basic,Class 10,NCERT,Trigonometry
414,Mathematics,Solve for x: 5x + 8 = 43,x = 7,Medium,Class 12,CBSE,Linear Equations
415,Mathematics,What is the area of a rectangle with length 12 cm and width 9 cm?,108 cm²,Advanced,Class 9,NCERT,Mensuration
416,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 8,CBSE,Triangles
417,Mathematics,Solve for x: 4x + 8 = 40,x = 8,Medium,Class 10,Nepal Curriculum,Linear Equations
418,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,CDC Nepal,HCF and LCM
419,Mathematics,What is 91 multiplied by 78?,7098,Medium,Class 10,Nepal Curriculum,Multiplication
420,Mathematics,What is the sum of 67 and 89?,156,Medium,Class 9,CBSE,Addition
421,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 9,CDC Nepal,Fractions and Decimals
422,Mathematics,Solve for x: 2x + 30 = 36,x = 3,Medium,Class 9,Nepal Curriculum,Linear Equations
423,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,CBSE,Mensuration
424,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 8,CDC Nepal,Triangles
425,Mathematics,Solve for x: 4x + 22 = 94,x = 18,Basic,Class 6,NCERT,Linear Equations
426,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 9,Nepal Curriculum,Geometry
427,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Medium,Class 7,CBSE,Linear Equations
428,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 6,Nepal Curriculum,Probability
429,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,CDC Nepal,Trigonometry
430,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,Nepal Curriculum,HCF and LCM
431,Mathematics,What is the area of a rectangle with length 5 cm and width 8 cm?,40 cm²,Medium,Class 10,CBSE,Mensuration
432,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,NCERT,Mensuration
433,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,Nepal Curriculum,Linear Equations
434,Mathematics,What is the area of a rectangle with length 6 cm and width 15 cm?,90 cm²,Basic,Class 7,CDC Nepal,Mensuration
435,Mathematics,What is the area of a rectangle with length 9 cm and width 10 cm?,90 cm²,Advanced,Class 10,NCERT,Mensuration
436,Mathematics,What is the area of a rectangle with length 7 cm and width 14 cm?,98 cm²,Basic,Class 12,CBSE,Mensuration
437,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 9,CDC Nepal,Mensuration
438,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 11,Nepal Curriculum,Circles
439,Mathematics,Solve for x: 4x + 22 = 62,x = 10,Medium,Class 12,Nepal Curriculum,Linear Equations
440,Mathematics,What is the sum of 90 and 68?,158,Medium,Class 9,NCERT,Addition
